"Serie 1: Tiempo (s)","Serie 1: Caudal (L/s)","Serie 1: Volumen (L)","Serie 2: Tiempo (s)","Serie 2: Caudal (L/s)","Serie 2: Volumen (L)","Serie 3: Tiempo (s)","Serie 3: Caudal (L/s)","Serie 3: Volumen (L)","Serie 4: Tiempo (s)","Serie 4: Caudal (L/s)","Serie 4: Volumen (L)","Serie 5: Tiempo (s)","Serie 5: Caudal (L/s)","Serie 5: Volumen (L)","Serie 6: Tiempo (s)","Serie 6: Caudal (L/s)","Serie 6: Volumen (L)","Serie 7: Tiempo (s)","Serie 7: Caudal (L/s)","Serie 7: Volumen (L)","Serie 8: Tiempo (s)","Serie 8: Caudal (L/s)","Serie 8: Volumen (L)","Serie 9: Tiempo (s)","Serie 9: Caudal (L/s)","Serie 9: Volumen (L)","Serie 10: Tiempo (s)","Serie 10: Caudal (L/s)","Serie 10: Volumen (L)","Serie 11: Tiempo (s)","Serie 11: Caudal (L/s)","Serie 11: Volumen (L)","Serie 12: Tiempo (s)","Serie 12: Caudal (L/s)","Serie 12: Volumen (L)","Serie 13: Tiempo (s)","Serie 13: Caudal (L/s)","Serie 13: Volumen (L)"
8.98,-0.586761059429,0.859732644567,,,,8.98,0.483215773376,2.91433810252,8.98,0.0261845122004,0.428070188943,8.98,0.483215773376,0.690428746384,8.98,-0.061294127634,0.440947996875,,,,8.98,0.278503854308,2.30498094041,8.98,-1.034270836,1.22065642048,4.49,0.599853959822,0.896969528896,4.49,-0.781356401101,-0.497764315634,4.49,-0.654601637259,0.0717900653584,4.49,-0.781356401101,0.732703091163
9,-0.567122997425,0.871271485135,,,,9,0.492737257984,2.90457857221,9,0.132706121251,0.426481282608,9,0.502258742592,0.680574001224,9,-0.061294127634,0.442173879428,,,,9,0.259460885092,2.29960129301,9,-0.771239823705,1.23871152708,4.5,0.638534991042,0.890777584142,4.5,-0.790877885709,-0.4899031442,4.5,-0.645080152652,0.0782884743079,4.5,-0.742080277094,0.740320274554
9.02,-0.537963450814,0.882322349618,,,,9.02,0.60937544443,2.89355744519,9.02,0.259460885092,0.422559612545,9.02,0.521896804596,0.670332445752,9.02,-0.061294127634,0.44339976198,,,,9.02,0.2689823697,2.29431686046,9.02,-0.508803904202,1.25151196436,4.51,0.658173053045,0.884294043921,4.51,-0.781356401101,-0.482041972766,4.51,-0.645080152652,0.0847392758344,4.51,-0.75219685449,0.747791660212
9.04,-0.508803904202,0.892790023168,,,,9.04,0.716492146268,2.88029876928,9.04,0.385620556146,0.416108798133,9.04,0.502258742592,0.66009089028,9.04,-0.061294127634,0.444625644533,,,,9.04,0.288620431704,2.28874083245,9.04,-0.217208438087,1.25877208778,4.52,0.677216022261,0.877617098545,4.52,-0.790877885709,-0.474180801332,4.52,-0.625442090648,0.0910918870509,4.52,-0.761718339098,0.75536123618
9.06,-0.460006295587,0.902478125166,,,,9.06,0.852768394718,2.86460616387,9.06,0.47309919598,0.407521600611,9.06,0.502258742592,0.650045715429,9.06,-0.061294127634,0.445851527086,,,,9.06,0.327301462923,2.2825816135,9.06,0.0553440588119,1.26039073157,4.53,0.696854084264,0.870746748012,4.53,-0.800399370317,-0.466224415052,4.53,-0.625442090648,0.0973463079574,4.53,-0.742080277094,0.762880229261
9.08,-0.392165717756,0.910999845299,,,,9.08,0.959290003768,2.84648557988,9.08,0.541534866599,0.397375259986,9.08,0.512375319988,0.639899374803,9.08,-0.0714107050298,0.447178575412,,,,9.08,0.336822947531,2.2759403694,9.08,0.249344307696,1.25734384791,4.54,0.706375568872,0.863730599746,4.54,-0.810515947713,-0.458169838462,4.54,-0.61592060604,0.103553121441,4.54,-0.732558792486,0.770253424609
9.1,-0.295165593314,0.91787315841,,,,9.1,1.01760909699,2.82671658888,9.1,0.551056351207,0.386449347808,9.1,0.512375319988,0.629651868403,9.1,-0.061294127634,0.448505623739,,,,9.1,0.336822947531,2.26920391045,9.1,0.356461009535,1.25128579474,4.55,0.687332599657,0.856762058904,4.55,-0.790877885709,-0.450162869295,4.55,-0.61592060604,0.109712327501,4.55,-0.703399245875,0.7774332148
9.12,-0.178527406868,0.922610088412,,,,9.12,1.08604476761,2.80568005023,9.12,0.580215897819,0.375136625317,9.12,0.483215773376,0.619695957469,9.12,-0.061294127634,0.449731506292,,,,9.12,0.36657758693,2.2621699051,9.12,0.395737133542,1.24376381331,4.56,0.677216022261,0.849939315794,4.56,-0.800399370317,-0.442206483015,4.56,-0.61592060604,0.115871533562,4.56,-0.693877761267,0.784419599836
9.14,-0.0517726430262,0.924913088911,,,,9.14,1.16340683005,2.78318553425,9.14,0.599853959822,0.363335926741,9.14,0.443939649369,0.610424403242,9.14,-0.061294127634,0.450957388844,,,,9.14,0.424896680153,2.25425516243,9.14,0.47309919598,1.23507545001,4.57,0.667694537653,0.843214762995,4.57,-0.829558916928,-0.434056691579,4.57,-0.61592060604,0.122030739622,4.57,-0.693877761267,0.791358377449
9.16,0.0452274814161,0.924978540527,,,,9.16,1.22232101606,2.75932825579,9.16,0.599853959822,0.351338847544,9.16,0.424896680153,0.601736039947,9.16,-0.061294127634,0.452183271397,,,,9.16,0.502258742592,2.24498360821,9.16,0.629013506434,1.22405432299,4.58,0.667694537653,0.836537817618,4.58,-0.849196978932,-0.425662912099,4.58,-0.61592060604,0.128189945682,4.58,-0.723037307878,0.798442952795
9.18,0.0648655434197,0.923877610278,,,,9.18,1.24136398527,2.73469140578,9.18,0.60937544443,0.339246553502,9.18,0.443939649369,0.593047676651,9.18,-0.0714107050298,0.453510319724,,,,9.18,0.560577835815,2.23435524242,9.18,0.881927941329,1.20894490851,4.59,0.667694537653,0.829860872242,4.59,-0.868835040936,-0.417072752,4.59,-0.625442090648,0.134396759166,4.59,-0.761718339098,0.805866731029
9.2,0.0452274814161,0.92277668003,,,,9.2,1.28064010928,2.70947136483,9.2,0.618896929038,0.326963829767,9.2,0.443939649369,0.584168883664,9.2,-0.061294127634,0.45483736805,,,,9.2,0.560577835815,2.22314368571,9.2,1.12472579883,1.18887837111,4.6,0.677216022261,0.823136319442,4.6,-0.887878010151,-0.408289186745,4.6,-0.625442090648,0.140651180072,4.6,-0.771239823705,0.813531521843
9.22,0.0452274814161,0.921872130402,,,,9.22,1.2996830785,2.68366813296,9.22,0.60937544443,0.314681106033,9.22,0.443939649369,0.575290090677,,,,,,,9.22,0.560577835815,2.21193212899,9.22,1.34848068711,1.16414630625,4.61,0.677216022261,0.816364159219,4.61,-0.897994587547,-0.399359823756,4.61,-0.625442090648,0.146905600979,4.61,-0.800399370317,0.821389717814
9.24,0.0553440588119,0.920866414999,,,,9.24,1.29016159389,2.65776968623,9.24,0.60937544443,0.302493597144,9.24,0.443939649369,0.566411297689,,,,,,,9.24,0.551056351207,2.20081578712,9.24,1.52343796678,1.13542711971,4.62,0.706375568872,0.809446201264,4.62,-0.917037556763,-0.390284663034,4.62,-0.635558668044,0.153210604772,4.62,-0.800399370317,0.829393711517
9.26,0.123184636643,0.919081128045,,,,9.26,1.30979965589,2.63177007373,9.26,0.629013506434,0.290109707635,9.26,0.47309919598,0.557240909236,,,,,,,9.26,0.521896804596,2.19008625556,9.26,1.65971421523,1.10359559789,4.63,0.726013630876,0.802284255265,4.63,-0.917037556763,-0.381114287467,4.63,-0.645080152652,0.159613798876,4.63,-0.800399370317,0.83739770522
9.28,0.181503729866,0.91603424438,,,,9.28,1.26100204728,2.6060620567,9.28,0.638534991042,0.277434222661,9.28,0.502258742592,0.54748732985,,,,,,,9.28,0.512375319988,2.17974353431,9.28,1.72755479306,1.06972290781,4.64,0.726013630876,0.795024118956,4.64,-0.917037556763,-0.371943911899,4.64,-0.635558668044,0.166016992979,4.64,-0.761718339098,0.845208293767
9.3,0.259460885092,0.91162459823,,,,9.3,1.22232101606,2.58122882607,9.3,0.638534991042,0.26466352284,9.3,0.521896804596,0.537245774378,,,,,,,9.3,0.512375319988,2.16949602792,9.3,1.64007615323,1.03604659834,4.65,0.755173177487,0.787618184914,4.65,-0.927154134159,-0.362722953445,4.65,-0.645080152652,0.172420187083,4.65,-0.693877761267,0.852486274269
9.32,0.327301462923,0.90575697475,,,,9.32,1.21220443866,2.55688357152,9.32,0.638534991042,0.251892823019,9.32,0.531418289203,0.52671262344,,,,,,,9.32,0.512375319988,2.15924852152,9.32,1.62043809122,1.0034414559,4.66,0.755173177487,0.78006645314,4.66,-0.927154134159,-0.353451412103,4.66,-0.645080152652,0.178870988609,4.66,-0.664718214655,0.859279254148
9.34,0.395737133542,0.898526588785,,,,9.34,1.25148056267,2.53224672151,9.34,0.638534991042,0.239122123198,9.34,0.551056351207,0.515887877036,,,,,,,9.34,0.47309919598,2.14939377636,9.34,1.67935227724,0.970443552214,4.67,0.755173177487,0.772514721365,4.67,-0.927154134159,-0.344179870761,4.67,-0.645080152652,0.185321790136,4.67,-0.635558668044,0.865780638562
9.36,0.443939649369,0.890129820956,,,,9.36,1.12472579883,2.50848465789,9.36,0.638534991042,0.226351423377,9.36,0.531418289203,0.505063130632,,,,,,,9.36,0.424896680153,2.14041381759,9.36,1.72755479306,0.936374481511,4.68,0.74565169288,0.765010597013,4.68,-0.927154134159,-0.33490832942,4.68,-0.61592060604,0.191626793929,4.68,-0.577239574821,0.871844629776
9.38,0.492737257984,0.880763051883,,,,9.38,1.01760909699,2.48706130894,9.38,0.648056475649,0.21348550871,9.38,0.531418289203,0.494434764848,,,,,,,9.38,0.376099071538,2.13240386008,9.38,1.75671433967,0.901531790184,4.69,0.74565169288,0.757554080084,4.69,-0.936675618766,-0.325589180655,4.69,-0.625442090648,0.197833607413,4.69,-0.557601512817,0.877518835214
9.4,0.531418289203,0.870521496411,,,,9.4,0.871811363933,2.46816710433,9.4,0.648056475649,0.200524379197,9.4,0.483215773376,0.484288424222,,,,,,,9.4,0.36657758693,2.12497709349,9.4,1.82515001029,0.865713146684,4.7,0.74565169288,0.750097563155,4.7,-0.917037556763,-0.316320614778,4.7,-0.61592060604,0.204040420896,4.7,-0.537963450814,0.882996660033
9.42,0.551056351207,0.859696750007,,,,9.42,0.794449301495,2.45150449767,9.42,0.648056475649,0.187563249684,9.42,0.376099071538,0.475695275773,,,,,,,9.42,0.376099071538,2.11755032691,9.42,1.87335252612,0.82872812132,4.71,0.726013630876,0.742739236536,4.71,-0.927154134159,-0.307099656323,4.71,-0.61592060604,0.210199626957,4.71,-0.51832538881,0.888278104231
9.44,0.599853959822,0.848187646897,,,,9.44,0.755173177487,2.43600827288,9.44,0.658173053045,0.174500954397,9.44,0.327301462923,0.468661270428,,,,,,,9.44,0.385620556146,2.10993313063,9.44,1.87335252612,0.791261070797,4.72,0.74565169288,0.735380909918,4.72,-0.936675618766,-0.297780507558,4.72,-0.606399121432,0.216311225594,4.72,-0.479644357591,0.893267952963
9.46,0.638534991042,0.835803757388,,,,9.46,0.764694662095,2.42080959449,9.46,0.658173053045,0.161337493336,9.46,0.395737133542,0.461430884464,,,,,,,9.46,0.395737133542,2.10211955373,9.46,1.80551194829,0.754472426053,4.73,0.755173177487,0.727876785566,4.73,-0.95631368077,-0.288315561061,4.73,-0.606399121432,0.222375216808,4.73,-0.41180377976,0.897725193649
9.48,0.667694537653,0.822741462101,,,,9.48,0.794449301495,2.40521815485,9.48,0.667694537653,0.148078817429,9.48,0.483215773376,0.452641355395,,,,,,,9.48,0.424896680153,2.0939132156,9.48,1.78587388629,0.718558567708,4.74,0.755173177487,0.720325053791,4.74,-0.946197103374,-0.27880300714,4.74,-0.596282544037,0.228388625136,4.74,-0.353484686537,0.901551635981
9.5,0.706375568872,0.809000761036,,,,9.5,0.784332724099,2.38943033459,9.5,0.667694537653,0.134724926676,9.5,0.521896804596,0.442590229615,,,,,,,9.5,0.434418164761,2.08532006715,9.5,1.77635240168,0.682936304828,4.75,0.764694662095,0.712725714593,4.75,-0.917037556763,-0.269486833839,4.75,-0.586761059429,0.234303843153,4.75,-0.304687077922,0.904842494803
9.52,0.706375568872,0.794873249658,,,,9.52,0.735535115484,2.3742316562,9.52,0.638534991042,0.121662631389,9.52,0.512375319988,0.432247508369,,,,,,,9.52,0.434418164761,2.07663170385,9.52,1.87335252612,0.64643925555,4.76,0.764694662095,0.705078767972,4.76,-0.946197103374,-0.260170660539,4.76,-0.596282544037,0.24021906117,4.76,-0.246367984699,0.907597770116
9.54,0.696854084264,0.780840953127,,,,9.54,0.658173053045,2.36029457451,9.54,0.60937544443,0.109183527035,9.54,0.512375319988,0.422000001969,,,,,,,9.54,0.443939649369,2.06784812571,9.54,1.82515001029,0.609454230186,4.77,0.784332724099,0.697333631041,4.77,-0.927154134159,-0.250803904351,4.77,-0.606399121432,0.246232469498,4.77,-0.188048891476,0.909769854497
9.56,0.667694537653,0.767195466908,,,,9.56,0.589737382426,2.34781547016,9.56,0.618896929038,0.0969008033001,9.56,0.483215773376,0.412044091036,,,,,,,9.56,0.454056226765,2.05886816695,9.56,1.82515001029,0.57295122998,4.78,0.794449301495,0.689439720913,4.78,-0.946197103374,-0.241437148163,4.78,-0.61592060604,0.252344068135,4.78,-0.139251282861,0.911406355369
9.58,0.648056475649,0.754037956775,,,,9.58,0.551056351207,2.33640753282,9.58,0.629013506434,0.0844216989454,9.58,0.483215773376,0.402379775568,,,,,,,9.58,0.424896680153,2.05007863788,9.58,1.80551194829,0.536644610394,4.79,0.774811239491,0.681593418208,4.79,-0.917037556763,-0.232120974863,4.79,-0.61592060604,0.258503274195,4.79,-0.0714107050298,0.912459665308
9.6,0.629013506434,0.741267256954,,,,9.6,0.551056351207,2.3253864058,9.6,0.638534991042,0.0717462139706,9.6,0.512375319988,0.392423864634,,,,,,,9.6,0.40525861815,2.0417770849,9.6,1.79599046368,0.500629586275,4.8,0.755173177487,0.673943496123,4.8,-0.936675618766,-0.222852408985,4.8,-0.635558668044,0.264760670566,4.8,-0.0130916118069,0.912882176893
9.62,0.599853959822,0.728978582291,,,,9.62,0.580215897819,2.31407368331,9.62,0.638534991042,0.0589755141498,9.62,0.551056351207,0.381789547923,,,,,,,9.62,0.395737133542,2.03376712738,9.62,1.75671433967,0.465102538241,4.81,0.755173177487,0.666391764348,4.81,-0.917037556763,-0.213583843107,4.81,-0.654601637259,0.271211472092,4.81,0.0452274814161,0.912721497544
9.64,0.560577835815,0.717374264335,,,,9.64,0.599853959822,2.30227298473,9.64,0.618896929038,0.046401194949,9.64,0.551056351207,0.370768420898,,,,,,,9.64,0.395737133542,2.02585238471,9.64,1.75671433967,0.429968251448,4.82,0.755173177487,0.658840032574,4.82,-0.927154134159,-0.204362884653,4.82,-0.645080152652,0.277709881042,4.82,0.0940250900312,0.912025234687
9.66,0.531418289203,0.706454303085,,,,9.66,0.629013506434,2.28998431007,9.66,0.60937544443,0.0341184712143,9.66,0.589737382426,0.359360483562,,,,,,,9.66,0.395737133542,2.01793764204,9.66,1.73767137046,0.395024394346,4.83,0.755173177487,0.651288300799,4.83,-0.946197103374,-0.194996128465,4.83,-0.645080152652,0.284160682568,4.83,0.181503729866,0.910647590588
9.68,0.502258742592,0.696117532767,,,,9.68,0.629013506434,2.27740403994,9.68,0.589737382426,0.0221273429458,9.68,0.599853959822,0.34746457014,,,,,,,9.68,0.376099071538,2.01021927999,9.68,1.77635240168,0.359884156625,4.84,0.755173177487,0.643736569024,4.84,-0.936675618766,-0.185581764854,4.84,-0.654601637259,0.290659091518,4.84,0.278503854308,0.908347552667
9.7,0.521896804596,0.685875977295,,,,9.7,0.599853959822,2.26511536528,9.7,0.570694413211,0.0105230249894,9.7,0.629013506434,0.335175895477,,,,,,,9.7,0.356461009535,2.00289367918,9.7,1.72755479306,0.324845084678,4.85,0.774811239491,0.636086646939,4.85,-0.927154134159,-0.17626261609,4.85,-0.645080152652,0.297157500467,4.85,0.356461009535,0.905172728348
9.72,0.521896804596,0.675438041203,,,,9.72,0.551056351207,2.25360626217,9.72,0.560577835815,-0.000789697500878,9.72,0.648056475649,0.322405195656,,,,,,,9.72,0.336822947531,1.99596083961,9.72,1.72755479306,0.290293988816,4.86,0.794449301495,0.628240344234,4.86,-0.95631368077,-0.166845277015,4.86,-0.654601637259,0.303655909417,4.86,0.424896680153,0.901265939899
9.74,0.541534866599,0.664803724491,,,,9.74,0.531418289203,2.24278151576,9.74,0.541534866599,-0.011810824525,9.74,0.648056475649,0.309444066143,,,,,,,9.74,0.346939524927,1.98912321488,9.74,1.79599046368,0.255058536249,4.87,0.833130332714,0.620102446063,4.87,-0.994994711989,-0.157088735051,4.87,-0.654601637259,0.31020192579,4.87,0.483215773376,0.896725377632
9.76,0.560577835815,0.653782597467,,,,9.76,0.531418289203,2.23215314998,9.76,0.483215773376,-0.0220583309248,9.76,0.629013506434,0.296673366322,,,,,,,9.76,0.336822947531,1.98228559016,9.76,1.74719285507,0.219626703061,4.88,0.862289879326,0.611625345003,4.88,-0.985473227382,-0.147186395354,4.88,-0.654601637259,0.316747942162,4.88,0.531418289203,0.891652207319
9.78,0.580215897819,0.642374660131,,,,9.78,0.638534991042,2.22045361718,9.78,0.434418164761,-0.0312346703061,9.78,0.60937544443,0.284289476814,,,,,,,9.78,0.298141916312,1.97593594152,9.78,1.67935227724,0.185361251738,4.89,0.891449425937,0.602856648476,4.89,-0.994994711989,-0.137284055658,4.89,-0.645080152652,0.323246351112,4.89,0.551056351207,0.886239834117
9.8,0.589737382426,0.630675127328,,,,9.8,0.677216022261,2.20729610704,9.8,0.36657758693,-0.0392446278231,9.8,0.638534991042,0.271810372459,,,,,,,9.8,0.278503854308,1.97016948381,9.8,1.72755479306,0.151292181035,4.9,0.920608972549,0.593796356484,4.9,-1.0241542586,-0.127188310805,4.9,-0.635558668044,0.329649545215,4.9,0.560577835815,0.880681663182
9.82,0.60937544443,0.61868399906,,,,9.82,0.687332599657,2.19365062082,9.82,0.317779978315,-0.0460882034755,9.82,0.648056475649,0.258944457792,,,,,,,9.82,0.259460885092,1.96478983642,9.82,1.72755479306,0.116741085174,4.91,0.94976851916,0.584444469025,4.91,-1.034270836,-0.116896185332,4.91,-0.61592060604,0.335906941586,4.91,0.580215897819,0.874977694513
9.84,0.629013506434,0.606300109551,,,,9.84,0.667694537653,2.18010034945,9.84,0.278503854308,-0.0520510418018,9.84,0.638534991042,0.246078543125,,,,,,,9.84,0.259460885092,1.95960061872,9.84,1.74719285507,0.0819936086929,4.92,0.978928065771,0.574800986101,4.92,-1.0437923206,-0.106505869549,4.92,-0.61592060604,0.342066147646,4.92,0.60937544443,0.869029737802
9.86,0.638534991042,0.593624624576,,,,9.86,0.638534991042,2.16703805416,9.86,0.230301338481,-0.0571390937296,9.86,0.618896929038,0.233504223924,,,,,,,9.86,0.2689823697,1.95431618617,9.86,1.78587388629,0.0466629412794,4.93,0.988449550379,0.56496409802,4.93,-1.034270836,-0.0961155537656,4.93,-0.61592060604,0.348225353706,4.93,0.677216022261,0.862596780469
9.88,0.648056475649,0.580758709909,,,,9.88,0.618896929038,2.15446373496,9.88,0.171982245258,-0.061161929567,9.88,0.618896929038,0.221126285344,,,,,,,9.88,0.2689823697,1.94893653878,9.88,1.74719285507,0.0113322738658,4.94,1.00808761238,0.554981412206,4.94,-1.0241542586,-0.0858234282926,4.94,-0.61592060604,0.354384559767,4.94,0.74565169288,0.855482441893
9.9,0.648056475649,0.567797580396,,,,9.9,0.560577835815,2.14266898732,9.9,0.113663152035,-0.06401838354,9.9,0.629013506434,0.208647180989,,,,,,,9.9,0.2689823697,1.94355689138,9.9,1.74719285507,-0.0236115832355,4.95,1.01760909699,0.544852928659,4.95,-1.0437923206,-0.0754836953965,4.95,-0.586761059429,0.360397968094,4.95,0.81349227071,0.847686722075
9.92,0.658173053045,0.554735285109,,,,9.92,0.551056351207,2.13155264544,9.92,0.0648655434197,-0.0658036704945,9.92,0.618896929038,0.196168076634,,,,,,,9.92,0.2689823697,1.93817724399,9.92,1.65971421523,-0.0576806539384,4.96,1.0467686436,0.534531039956,4.96,-1.034270836,-0.0650933796135,4.96,-0.577239574821,0.366217971265,4.96,0.871811363933,0.839260203902
9.94,0.658173053045,0.541571824048,,,,9.94,0.560577835815,2.12043630357,9.94,0.0553440588119,-0.0670057665168,9.94,0.589737382426,0.18408173352,,,,,,,9.94,0.278503854308,1.93270238175,9.94,1.65019273062,-0.090779723397,4.97,1.07592819021,0.523917555787,4.97,-1.0437923206,-0.0547030638305,4.97,-0.577239574821,0.371990367014,4.97,0.891449425937,0.830443899952
9.96,0.638534991042,0.528604743608,,,,9.96,0.580215897819,2.10902836624,9.96,0.0357059968082,-0.067916267073,9.96,0.580215897819,0.172382200717,,,,,,,9.96,0.298141916312,1.92693592404,9.96,1.62043809122,-0.123486031615,4.98,1.10508773683,0.513012476152,4.98,-1.0437923206,-0.0442651406245,4.98,-0.577239574821,0.377762762762,4.98,0.881927941329,0.821577013116
9.98,0.629013506434,0.515929258633,,,,9.98,0.618896929038,2.09703723797,9.98,0.0160679348046,-0.0684340063891,9.98,0.560577835815,0.160974263381,,,,,,,9.98,0.307663400919,1.92087787087,9.98,1.59127854461,-0.155603197974,4.99,1.12472579883,0.501863408474,4.99,-1.0241542586,-0.0339254077285,4.99,-0.567122997425,0.383484575623,4.99,0.881927941329,0.812757733703
10,0.60937544443,0.503545369124,,,,10,0.667694537653,2.0841713233,10,0.00654645019677,-0.0686601502392,10,0.580215897819,0.149566326044,,,,,,,10,0.298141916312,1.9148198177,10,1.5722355754,-0.187238339174,5,1.14436386083,0.490517960176,5,-1.00511128939,-0.0237790799885,5,-0.537963450814,0.389010007864,5,0.881927941329,0.80393845429
10.02,0.589737382426,0.491554240856,,,,10.02,0.74565169288,2.070037861,10.02,-0.00297503441107,-0.068695864397,10.02,0.589737382426,0.137866793242,,,,,,,10.02,0.288620431704,1.90895219422,10.02,1.58175706,-0.218778265528,5.01,1.14436386083,0.479074321567,5.01,-0.965835165378,-0.0139243477147,5.01,-0.51832538881,0.394291452062,5.01,0.891449425937,0.795071567453
10.04,0.570694413211,0.479949922899,,,,10.04,0.852768394718,2.05405366012,10.04,-0.0130916118069,-0.0685351979348,10.04,0.599853959822,0.12597087982,,,,,,,10.04,0.259460885092,1.90347138105,10.04,1.51391648217,-0.24973500095,5.02,1.14436386083,0.467630682959,5.02,-0.946197103374,-0.00436418637095,5.02,-0.470122872983,0.399233693371,5.02,0.911087487941,0.786058882884
10.06,0.541534866599,0.468827630101,,,,10.06,0.940247034552,2.03612350583,10.06,-0.0226130964147,-0.0681781508526,10.06,0.629013506434,0.113682205157,,,,,,,10.06,0.249344307696,1.89838332912,10.06,1.44548081156,-0.279328973887,5.03,1.15388534544,0.456139436928,5.03,-0.927154134159,0.00500256981672,5.03,-0.41180377976,0.403643326635,5.03,0.920608972549,0.776900400581
10.08,0.521896804596,0.458193313389,,,,10.08,1.02772567439,2.01644377874,10.08,-0.0226130964147,-0.0677258889243,10.08,0.658173053045,0.100810339562,,,,,,,10.08,0.249344307696,1.89339644297,10.08,1.38716171833,-0.307655399186,5.04,1.16340683005,0.44455297605,5.04,-0.946197103374,0.0143693260044,5.04,-0.343368109141,0.40741918608,5.04,0.900970910545,0.767792501166
10.1,0.492737257984,0.448046972763,,,,10.1,1.09556625222,1.99521085947,10.1,-0.0422511584184,-0.067077246376,10.1,0.667694537653,0.0875516636552,,,,,,,10.1,0.259460885092,1.88830839104,10.1,1.35800217172,-0.335107038086,5.05,1.20268295406,0.43272252713,5.05,-0.897994587547,0.023590284459,5.05,-0.246367984699,0.410367866549,5.05,0.891449425937,0.758830399483
10.12,0.454056226765,0.438579037916,,,,10.12,1.13424728344,1.97291272412,10.12,-0.0321345810225,-0.0663333889816,10.12,0.551056351207,0.0753641547666,,,,,,,10.12,0.239822823089,1.88331555396,10.12,1.29016159389,-0.361588675743,5.06,1.21220443866,0.420648090166,5.06,-0.927154134159,0.0327160280675,5.06,-0.158889344864,0.412394153197,5.06,0.891449425937,0.749915905224
10.14,0.414780102758,0.429890674621,,,,10.14,1.10508773683,1.95051937391,10.14,-0.0130916118069,-0.0658811270533,10.14,0.47309919598,0.0651225992947,,,,,,,10.14,0.230301338481,1.87861431234,10.14,1.21220443866,-0.386612336068,5.07,1.21220443866,0.408526045779,5.07,-0.927154134159,0.0419875694091,5.07,-0.0714107050298,0.413545653446,5.07,0.891449425937,0.741001410965
10.16,0.36657758693,0.422077097724,,,,10.16,1.12472579883,1.92822123856,10.16,-0.0226130964147,-0.0655240799711,10.16,0.521896804596,0.0551726392889,,,,,,,10.16,0.201141791869,1.87429988104,10.16,1.18304489205,-0.410564829375,5.08,1.23184250067,0.396305811083,5.08,-0.936675618766,0.0513067181737,5.08,0.00654645019677,0.41386997472,5.08,0.871811363933,0.732185107015
10.18,0.317779978315,0.415233522071,,,,10.18,1.0467686436,1.90650629413,10.18,-0.061294127634,-0.0646850077306,10.18,0.551056351207,0.0444431077309,,,,,,,10.18,0.191025214473,1.87037821097,10.18,1.10508773683,-0.433446155664,5.09,1.25148056267,0.383889195766,5.09,-0.927154134159,0.0606258669384,5.09,0.0553440588119,0.413560522175,5.09,0.891449425937,0.723368803066
10.2,0.259460885092,0.409461113437,,,,10.2,0.94976851916,1.88654092251,10.2,-0.0714107050298,-0.0633579594039,10.2,0.589737382426,0.0330351703946,,,,,,,10.2,0.181503729866,1.86665292153,10.2,1.00808761238,-0.454577909156,5.1,1.27052353189,0.371279175293,5.1,-0.927154134159,0.0698974082799,5.1,0.0648655434197,0.412959474164,5.1,0.900970910545,0.714406701384
10.22,0.201141791869,0.404855086668,,,,10.22,0.94976851916,1.86754555212,10.22,-0.0809321896377,-0.0618345304573,10.22,0.570694413211,0.0214308524382,,,,,,,10.22,0.201141791869,1.86282646631,10.22,0.978928065771,-0.474448065938,5.11,1.26100204728,0.358621547397,5.11,-0.927154134159,0.0791689496215,5.11,0.0553440588119,0.412358426153,5.11,0.920608972549,0.705298801968
10.24,0.132706121251,0.401516607536,,,,10.24,1.00808761238,1.84796699081,10.24,-0.110091736249,-0.0599242911984,10.24,0.531418289203,0.0104097254141,,,,,,,10.24,0.239822823089,1.85841682016,10.24,0.842651817322,-0.492663864769,5.12,1.29016159389,0.345865729192,5.12,-0.887878010151,0.0882441103431,5.12,0.0553440588119,0.411804985565,5.12,0.940247034552,0.695994521933
10.26,0.0648655434197,0.39954089089,,,,10.26,0.969406581164,1.82819204887,10.26,-0.149367860256,-0.0573296952333,10.26,0.492737257984,0.000168169942189,,,,,,,10.26,0.249344307696,1.85352514886,10.26,0.764694662095,-0.508737329563,5.13,1.3193211405,0.33281831552,5.13,-0.927154134159,0.0973192710646,5.13,0.0553440588119,0.411251544977,5.13,0.930130457156,0.686642634474
10.28,-0.00297503441107,0.3989219858,,,,10.28,0.940247034552,1.80909551271,10.28,-0.207686953479,-0.053759147096,10.28,0.454056226765,-0.0092997649053,,,,,,,10.28,0.239822823089,1.84863347755,10.28,0.784332724099,-0.524227603425,5.14,1.32884262511,0.319577496692,5.14,-0.946197103374,0.106686027252,5.14,0.0648655434197,0.410650496965,5.14,0.920608972549,0.677388937326
10.3,-0.061294127634,0.39956467742,,,,10.3,0.900970910545,1.79068333326,10.3,-0.266006046702,-0.0490222170942,10.3,0.434418164761,-0.0181845088206,,,,,,,10.3,0.230301338481,1.84393223593,10.3,0.764694662095,-0.539717877287,5.15,1.35800217172,0.306143272707,5.15,-0.887878010151,0.11585640282,5.15,0.0845036054234,0.409903651221,5.15,0.94976851916,0.668037049867
